ID,CollectorID,Start,End,DateTimePark,Lot,OtherLot,ResidenceBerk,ResidencenonBerk,Destination,OtherDest,boating,swim,wildlifeviewing,sightseeingphoto,dining,dogwalking,charterfishing,shorelinefishing,cruise,picnic,playground,biking,walking,running,OtherUse,Freq,RareFreq,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Duration,GroupNumber,NormallyPark,Near,How,HowFar,Cancel,IdeaBike,IdeaUberLyft,IdeaMoBusStops,IdeaMoBusTrips,IdeaRealTime,IdeaShuttle,IdeaShared,IdeaPaid,IdeaValet,IdeaDriveOnly,OtherIdea,Comments,Age,RaceEthnicity,OtherRE,HispLat,Income,inclevel,inclow,inc2,parkdate,DATE,TIME,scove,ecove,skatesn,olot,de,spincir,spinway,marinb,jk,lm,sw199,swst,fg,launch,shore,southfee,south,north,area,location
114681050580,432142817,2024-09-04T14:53:09Z,2024-09-04T14:54:52Z,08/01/2024 06:30 PM,South Cove West,NA,From Outside Berkeley (please specify the City/Town),N/A,Cal Sailing Club,NA,sailing/boating,NA,NA,NA,NA,dog walking,NA,NA,NA,NA,NA,NA,NA,NA,NA,About once a week,NA,NA,NA,NA,NA,NA,NA,Sunday,2-4 hours,1,Yes,Yes,I found parking quickly near my destination.,NA,No,Secure Bike Parking and Improved Bike Paths,NA,NA,NA,NA,NA,NA,NA,NA,NA,lockers to put stuff when out on water- can't leave on bike,NA,18-29,White alone,NA,No,"$125,000-$149,999","$125,000-$149,999",0,>=$75k,2024-08-01T13:30:00Z,2024-08-01,06:30 AM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,0,south,South Cove West
114681049447,432142817,2024-09-04T14:51:09Z,2024-09-04T14:53:03Z,08/01/2024 06:00 PM,Other (please specify),N/A,From Outside Berkeley (please specify the City/Town),Millbrae,Other (specify),Berkeley University,NA,NA,NA,NA,dining,NA,NA,NA,NA,NA,NA,NA,walking,running,NA,A few times a month,NA,NA,NA,NA,NA,NA,Saturday,Sunday,2-4 hours,Drove Alone,Yes,Yes,I found parking quickly near my destination.,NA,No,NA,NA,NA,NA,NA,NA,NA,Paid Parking during the busiest times,NA,NA,NA,NA,50-59,Black or African American alone,NA,NA,"$50,000-$74,999","$50,000-$74,999",1,<$75k,2024-08-01T13:00:00Z,2024-08-01,06:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,other,Other (please specify)
114681048037,432142817,2024-09-04T14:49:05Z,2024-09-04T14:51:04Z,08/01/2024 05:45 PM,L&M lot,NA,From Outside Berkeley (please specify the City/Town),Richmond Hills,Other (specify),Day Camp Shorebird,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,day camp,A few times a week,NA,NA,NA,NA,NA,NA,Saturday,NA,Less than an hour,1,Yes,Yes,I found parking quickly near my destination.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I will only drive to Waterfront,NA,NA,40-49,Native Hawaiian and Other Pacific Islander alone,NA,No,"$175,000-$199,999","$175,000-$199,999",0,>=$75k,2024-08-01T12:45:00Z,2024-08-01,05:45 AM,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,1,0,south,L&M lot
114681046760,432142817,2024-09-04T14:47:08Z,2024-09-04T14:48:59Z,08/01/2024 04:30 PM,Seawall Drive (Street),NA,From Outside Berkeley (please specify the City/Town),Sacramento,Other (specify),San Francisco,NA,NA,NA,NA,NA,NA,NA,NA,cruise,NA,NA,NA,walking,NA,NA,Once a month,NA,NA,NA,Wednesday,Thursday,NA,NA,NA,1-2 hours,3+,Yes,Yes,I found parking quickly near my destination.,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,I will only drive to Waterfront,NA,Nice area to park. For the view!,30-39,Other (please specify),Hispanic,Yes,"$75,000-$99,999","$75,000-$99,999",0,>=$75k,2024-08-01T11:30:00Z,2024-08-01,04:30 AM,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,1,0,south,Seawall Drive (Street)
114681045080,432142817,2024-09-04T14:43:49Z,2024-09-04T14:47:04Z,08/01/2024 04:00 PM,Skates/N Lot,NA,From Outside Berkeley (please specify the City/Town),Monterey,Restaurant: Skates on the Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,traveling,Rarely (please specify time of year),1 @ 3 mos.,NA,NA,NA,NA,NA,NA,NA,Less than an hour,Drove Alone,No,Yes,I found parking quickly near my destination.,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pavement conditions sometimes spotty,70 or older,White alone,NA,No,"$0-$24,999","$0-$24,999",1,<$75k,2024-08-01T11:00:00Z,2024-08-01,04:00 AM,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,south,Skates/N Lot
114681043564,432142817,2024-09-04T14:42:11Z,2024-09-04T14:43:44Z,08/01/2024 04:00 PM,O Lot,NA,From Outside Berkeley (please specify the City/Town),El Cerrito,Other (specify),Berkeley Marina,NA,NA,NA,NA,NA,dog walking,NA,NA,NA,NA,NA,NA,NA,NA,NA,A few times a week,NA,NA,Tuesday,NA,Thursday,Friday,Saturday,NA,1-2 hours,Drove Alone,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-08-01T11:00:00Z,2024-08-01,04:00 AM,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,south,O Lot
114681042507,432142817,2024-09-04T14:40:38Z,2024-09-04T14:42:02Z,08/01/2024 03:35 PM,O Lot,NA,From Outside Berkeley (please specify the City/Town),Alameda,Berkeley Yacht Club,NA,sailing/boating,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yacht club,A few times a week,NA,NA,NA,NA,NA,Friday,NA,NA,2-4 hours,2,Yes,Yes,I found parking quickly near my destination.,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30-39,NA,NA,No,"$50,000-$74,999","$50,000-$74,999",1,<$75k,2024-08-01T10:35:00Z,2024-08-01,03:35 AM,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,south,O Lot
114681040756,432142817,2024-09-04T14:37:06Z,2024-09-04T14:40:34Z,08/01/2024 04:20 PM,O Lot,NA,West of San Pablo Avenue,NA,Berkeley Yacht Club,NA,sailing/boating,NA,wildlife viewing,NA,NA,dog walking,NA,NA,NA,picnicking,NA,biking,walking,NA,live aboard boat,Every day,NA,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,8+ hours,1,Yes,No,I found parking quickly near my destination.,NA,No,NA,NA,NA,NA,Real-time parking information and wayfinding,Remote Parking with Free Shuttle Service,NA,NA,NA,NA,NA,Would like to say AC transit is awesome it's here every 20 min. and affordable  Perfect,50-59,White alone,NA,No,"$25,000-$49,999","$25,000-$49,999",1,<$75k,2024-08-01T11:20:00Z,2024-08-01,04:20 AM,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,south,O Lot
114681039422,432142817,2024-09-04T14:35:02Z,2024-09-04T14:37:00Z,08/01/2024 06:02 PM,Spinnaker Way,NA,From Outside Berkeley (please specify the City/Town),Sacramento,NA,NA,NA,NA,wildlife viewing,NA,NA,NA,NA,NA,NA,NA,NA,NA,walking,NA,NA,For special events,NA,NA,NA,NA,NA,NA,Saturday,Sunday,1-2 hours,3+,Yes,Yes,I found parking quickly near my destination.,NA,No,Secure Bike Parking and Improved Bike Paths,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40-49,Asian alone,NA,No,NA,NA,NA,NA,2024-08-01T13:02:00Z,2024-08-01,06:02 AM,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,0,0,1,north,Spinnaker Way
114681037768,432142817,2024-09-04T14:33:02Z,2024-09-04T14:34:56Z,08/01/2024 05:29 PM,Other (please specify),N/A,From Outside Berkeley (please specify the City/Town),Emeryville,Restaurant: Skates on the Bay,NA,NA,NA,NA,NA,dining,NA,NA,NA,NA,NA,NA,NA,walking,NA,NA,A few times a week,NA,Monday,Tuesday,Wednesday,Thursday,Friday,NA,NA,1-2 hours,1,Yes,Yes,I found parking quickly near my destination.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I would not come.,NA,60-69,Black or African American alone,NA,NA,"$25,000-$49,999","$25,000-$49,999",1,<$75k,2024-08-01T12:29:00Z,2024-08-01,05:29 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,other,Other (please specify)
114681036871,432142817,2024-09-04T14:31:10Z,2024-09-04T14:32:50Z,08/01/2024 12:00 AM,J&K,NA,From Outside Berkeley (please specify the City/Town),El Cerrito,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rarely (please specify time of year),N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-08-01T19:00:00Z,2024-08-01,12:00 PM,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,1,1,0,south,J&K
114681035594,432142817,2024-09-04T14:28:17Z,2024-09-04T14:31:05Z,08/01/2024 06:14 PM,Other (please specify),N/A,From Outside Berkeley (please specify the City/Town),N/A,Restaurant: Hana Japan,NA,NA,NA,NA,NA,dining,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,For special events,NA,NA,NA,NA,NA,Friday,NA,NA,1-2 hours,3+,Yes,Yes,I found parking quickly near my destination.,5,No,Secure Bike Parking and Improved Bike Paths,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70 or older,NA,NA,NA,"$100,000-$124,999","$100,000-$124,999",0,>=$75k,2024-08-01T13:14:00Z,2024-08-01,06:14 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,other,Other (please specify)
114681033242,432142817,2024-09-04T14:26:03Z,2024-09-04T14:28:12Z,08/01/2024 05:10 PM,South Cove West,NA,From Outside Berkeley (please specify the City/Town),N/A,Other (specify),Alameda,NA,NA,NA,NA,NA,dog walking,NA,NA,NA,NA,NA,NA,NA,NA,NA,A few times a week,NA,Monday,Tuesday,Wednesday,Thursday,Friday,NA,NA,Less than an hour,2,Yes,Yes,I found parking quickly near my destination.,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,I will only drive to Waterfront,NA,"Parking is very convenient, always clean & safe.",30-39,Other (please specify),Hispanic,Yes,"$100,000-$124,999","$100,000-$124,999",0,>=$75k,2024-08-01T12:10:00Z,2024-08-01,05:10 AM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,0,south,South Cove West
114681032024,432142817,2024-09-04T14:24:17Z,2024-09-04T14:25:59Z,08/01/2024 03:30 PM,South Cove West,NA,From Outside Berkeley (please specify the City/Town),Fremont,Cal Sailing Club,NA,sailing/boating,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,walking,NA,NA,A few times a week,NA,Monday,NA,NA,Thursday,NA,Saturday,Sunday,4-8 hours,Drove Alone,Yes,Yes,I found parking quickly near my destination.,5,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,I will only drive to Waterfront,NA,fit two rows of cars in the dirt lot. Perhaps put rope or line to allow for two rows of parking in the center,NA,Asian alone,NA,No,NA,NA,NA,NA,2024-08-01T10:30:00Z,2024-08-01,03:30 AM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,0,south,South Cove West
114681030055,432142817,2024-09-04T14:21:08Z,2024-09-04T14:24:11Z,08/01/2024 03:40 PM,South Cove West,NA,From Outside Berkeley (please specify the City/Town),West Oakland,Other (specify),Double Tree Hotel,NA,NA,NA,NA,NA,dog walking,NA,NA,NA,NA,NA,NA,NA,NA,NA,Once a month,NA,Monday,Tuesday,Wednesday,Thursday,Friday,NA,NA,Less than an hour,Drove Alone,No,Yes,I found parking quickly near my destination.,15,No,NA,Uber/Lyft pick up and drop off locations,Additional bus stops for AC Transit,NA,NA,Remote Parking with Free Shuttle Service,NA,NA,NA,NA,NA,NA,30-39,Asian alone,NA,NA,"$150,000-$174,999","$150,000-$174,999",0,>=$75k,2024-08-01T10:40:00Z,2024-08-01,03:40 AM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,0,south,South Cove West
114681029226,432142817,2024-09-04T14:19:44Z,2024-09-04T14:21:02Z,08/01/2024 03:40 PM,South Cove West,NA,East of Shattuck Street,NA,Other (specify),Marina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,walking,NA,NA,A few times a week,NA,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,2-4 hours,1,Yes,Yes,I found parking quickly near my destination.,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,I will only drive to Waterfront,NA,NA,70 or older,White alone,NA,No,"$125,000-$149,999","$125,000-$149,999",0,>=$75k,2024-08-01T10:40:00Z,2024-08-01,03:40 AM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,0,south,South Cove West
114681026813,432142817,2024-09-04T14:16:08Z,2024-09-04T14:17:47Z,08/01/2024 04:00 PM,South Cove West,NA,From Outside Berkeley (please specify the City/Town),Oakland,Adventure Playground,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,walking,NA,NA,A few times a week,NA,NA,NA,NA,NA,NA,Saturday,Sunday,2-4 hours,3+,Yes,Yes,I found parking quickly near my destination.,NA,No,Secure Bike Parking and Improved Bike Paths,NA,NA,NA,NA,NA,NA,NA,NA,I will only drive to Waterfront,NA,Keeping parking lots clean,70 or older,Native Hawaiian and Other Pacific Islander alone,NA,No,"$50,000-$74,999","$50,000-$74,999",1,<$75k,2024-08-01T11:00:00Z,2024-08-01,04:00 AM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,0,south,South Cove West
114681025627,432142817,2024-09-04T14:14:02Z,2024-09-04T14:15:57Z,08/01/2024 12:00 AM,South Cove West,NA,West of Shattuck Street,NA,Cal Adventures,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kids camp,Less than once a month,NA,NA,NA,NA,NA,NA,Saturday,Sunday,Less than an hour,1,Yes,No,I found parking quickly near my destination.,5,No,Secure Bike Parking and Improved Bike Paths,Uber/Lyft pick up and drop off locations,NA,NA,NA,NA,NA,Paid Parking during the busiest times,NA,NA,NA,NA,40-49,Asian alone,NA,No,"$200,000 and up","$200,000 and up",0,>=$75k,2024-08-01T19:00:00Z,2024-08-01,12:00 PM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,0,south,South Cove West
114681023036,432142817,2024-09-04T14:10:16Z,2024-09-04T14:13:39Z,08/01/2024 04:10 PM,South Cove West,NA,From Outside Berkeley (please specify the City/Town),Oakland,Cal Adventures,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kids camp,Rarely (please specify time of year),Every day in the summer,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Less than an hour,Drove Alone,Yes,Yes,I found a parking space quickly that was away from my destination.,2,No,Secure Bike Parking and Improved Bike Paths,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I think that during summer time, specially camps hours gets too crowdy and its very hard to find a spot for a few min. just to pick up. Will be nice to add more spaces. Thanks!",30-39,White alone,NA,Yes,"$0-$24,999","$0-$24,999",1,<$75k,2024-08-01T11:10:00Z,2024-08-01,04:10 AM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,0,south,South Cove West
114681021245,432142817,2024-09-04T13:59:02Z,2024-09-04T14:09:56Z,08/01/2024 04:20 PM,South Cove West,NA,West of Shattuck Street,NA,Other (specify),Marina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coping, Medical",Every day,NA,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,1-2 hours,Drove Alone,Yes,Yes,I found parking quickly near my destination.,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,I will only drive to Waterfront,NA,NA,70 or older,White alone,NA,No,NA,NA,NA,NA,2024-08-01T11:20:00Z,2024-08-01,04:20 AM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,0,south,South Cove West
114676740480,432142817,2024-08-29T11:30:55Z,2024-08-29T11:32:53Z,08/17/2024 12:00 PM,J&K,NA,From Outside Berkeley (please specify the City/Town),n/a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rarely (please specify time of year),n/a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,- Gets messy  - Very crowded  - The lines are faded,18-29,White alone,NA,No,NA,NA,NA,NA,2024-08-17T19:00:00Z,2024-08-17,12:00 PM,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,1,1,0,south,J&K
114675180525,432142817,2024-08-27T18:10:11Z,2024-08-27T18:12:39Z,08/27/2024 06:10 PM,Skates/N Lot,NA,East of Shattuck Street,NA,Dragon Boats/Berkeley Racing and Canoe Center (BRCC),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Paddling,A few times a week,NA,NA,NA,Wednesday,NA,NA,Saturday,Sunday,2-4 hours,3+,Yes,Yes,I found parking quickly near my destination.,10,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,I will only drive to Waterfront,NA,NA,18-29,Asian alone,NA,No,"$150,000-$174,999","$150,000-$174,999",0,>=$75k,2024-08-27T13:10:00Z,2024-08-27,06:10 AM,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,south,Skates/N Lot
114675148710,432142817,2024-08-27T16:54:11Z,2024-08-27T17:17:52Z,08/27/2024 05:05 PM,Seawall Drive (Street),NA,From Outside Berkeley (please specify the City/Town),San mateo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sightsering,Rarely (please specify time of year),First time,NA,NA,NA,NA,NA,NA,NA,Less than an hour,2,No,Yes,I found parking quickly near my destination.,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,I will only drive to Waterfront,NA,NA,60-69,White alone,NA,No,"$150,000-$174,999","$150,000-$174,999",0,>=$75k,2024-08-27T12:05:00Z,2024-08-27,05:05 AM,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,1,0,south,Seawall Drive (Street)
114671989354,432142817,2024-08-22T19:08:51Z,2024-08-22T19:19:44Z,08/22/2024 07:15 PM,South Cove East,NA,West of Shattuck Street,NA,Cal Sailing Club,NA,sailing/boating,NA,NA,NA,NA,dog walking,NA,NA,NA,NA,NA,NA,NA,NA,NA,A few times a month,NA,NA,NA,NA,Thursday,Friday,Saturday,Sunday,1-2 hours,Drove Alone,Yes,Yes,I found parking quickly near my destination.,6,No,Secure Bike Parking and Improved Bike Paths,NA,Additional bus stops for AC Transit,NA,Real-time parking information and wayfinding,NA,NA,NA,NA,NA,NA,NA,30-39,White alone,NA,No,"$75,000-$99,999","$75,000-$99,999",0,>=$75k,2024-08-22T14:15:00Z,2024-08-22,07:15 AM,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,0,south,South Cove East
114671985048,432142817,2024-08-22T19:00:59Z,2024-08-22T19:08:35Z,08/22/2024 07:04 PM,Marina Blvd,NA,From Outside Berkeley (please specify the City/Town),El Cerrito,Park: Cesar Chavez Park,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,walking,NA,NA,A few times a week,NA,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,1-2 hours,1,Yes,Yes,I found parking quickly near my destination.,15,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,I will only drive to Waterfront,NA,NA,40-49,White alone,NA,No,"$125,000-$149,999","$125,000-$149,999",0,>=$75k,2024-08-22T14:04:00Z,2024-08-22,07:04 AM,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,0,0,other,Marina Blvd
114671982329,432142817,2024-08-22T18:27:18Z,2024-08-22T19:00:29Z,08/22/2024 06:58 PM,Marina Blvd,NA,From Outside Berkeley (please specify the City/Town),Oaklad,Berkeley Yacht Club,NA,NA,NA,wildlife viewing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A few times a month,NA,NA,NA,NA,NA,Friday,Saturday,NA,1-2 hours,Drove Alone,Yes,Yes,I found parking quickly near my destination.,5,No,Secure Bike Parking and Improved Bike Paths,NA,Additional bus stops for AC Transit,More frequent AC Transit bus service,NA,NA,"Shared Mobility Services, i.e. scooters and e-bikes",NA,NA,NA,NA,NA,18-29,Some Other Race alone,NA,Yes,"$0-$24,999","$0-$24,999",1,<$75k,2024-08-22T13:58:00Z,2024-08-22,06:58 AM,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,0,0,other,Marina Blvd
114671973107,432142817,2024-08-22T17:53:02Z,2024-08-22T18:37:23Z,08/22/2024 06:35 PM,Seawall Drive (Street),NA,From Outside Berkeley (please specify the City/Town),Emeryville,Seawall Drive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,walking,NA,NA,Once a month,NA,NA,NA,NA,NA,NA,Saturday,Sunday,Less than an hour,1,No,Yes,I found parking quickly near my destination.,4,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,I will only drive to Waterfront,NA,NA,30-39,Asian alone,NA,No,"$100,000-$124,999","$100,000-$124,999",0,>=$75k,2024-08-22T13:35:00Z,2024-08-22,06:35 AM,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,1,0,south,Seawall Drive (Street)
114671956738,432142817,2024-08-22T17:14:30Z,2024-08-22T18:02:19Z,08/22/2024 06:01 PM,South Cove West,NA,East of Shattuck Street,NA,Restaurant: Hana Japan,NA,NA,NA,NA,NA,dining,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A few times a week,NA,NA,NA,NA,NA,NA,Saturday,Sunday,1-2 hours,1,Yes,Yes,I found parking quickly near my destination.,5,No,NA,Uber/Lyft pick up and drop off locations,Additional bus stops for AC Transit,NA,NA,NA,NA,NA,NA,NA,NA,NA,18-29,Some Other Race alone,NA,No,"$50,000-$74,999","$50,000-$74,999",1,<$75k,2024-08-22T13:01:00Z,2024-08-22,06:01 AM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,0,south,South Cove West
114671952361,432142817,2024-08-22T17:49:15Z,2024-08-22T17:52:17Z,08/22/2024 05:50 PM,L&M lot,NA,From Outside Berkeley (please specify the City/Town),Kensington,Dragon Boats/Berkeley Racing and Canoe Center (BRCC),NA,sailing/boating,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A few times a week,NA,NA,Tuesday,Wednesday,Thursday,Friday,Saturday,NA,1-2 hours,1,Yes,Yes,I found parking quickly near my destination.,1,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,I will only drive to Waterfront,NA,NA,17 or younger,White alone,NA,No,"$175,000-$199,999","$175,000-$199,999",0,>=$75k,2024-08-22T12:50:00Z,2024-08-22,05:50 AM,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,1,0,south,L&M lot
114671950397,432142817,2024-08-22T17:37:48Z,2024-08-22T17:47:53Z,08/22/2024 05:45 PM,L&M lot,NA,From Outside Berkeley (please specify the City/Town),San pablo,Dragon Boats/Berkeley Racing and Canoe Center (BRCC),NA,sailing/boating,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A few times a week,NA,NA,Tuesday,NA,Thursday,NA,Saturday,NA,1-2 hours,Drove Alone,Yes,Yes,I found parking quickly near my destination.,2,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,I will only drive to Waterfront,NA,NA,40-49,Asian alone,NA,No,"$75,000-$99,999","$75,000-$99,999",0,>=$75k,2024-08-22T12:45:00Z,2024-08-22,05:45 AM,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,1,0,south,L&M lot
114671931903,432142817,2024-08-22T16:01:51Z,2024-08-22T17:07:03Z,08/22/2024 05:00 PM,South Cove West,NA,West of Shattuck Street,NA,Cal Sailing Club,NA,NA,NA,NA,NA,dining,NA,NA,NA,NA,picnicking,NA,NA,walking,running,NA,About once a week,NA,Monday,Tuesday,NA,Thursday,NA,NA,NA,2-4 hours,Drove Alone,Yes,Yes,I found a parking space quickly that was away from my destination.,4,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,I will only drive to Waterfront,NA,NA,30-39,Asian alone,NA,No,"$100,000-$124,999","$100,000-$124,999",0,>=$75k,2024-08-22T12:00:00Z,2024-08-22,05:00 AM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,0,south,South Cove West
114671927705,432142817,2024-08-22T16:46:49Z,2024-08-22T16:57:28Z,08/22/2024 04:48 PM,O Lot,NA,West of San Pablo Avenue,NA,Restaurant: Skates on the Bay,NA,NA,NA,NA,NA,dining,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,About once a week,NA,NA,Tuesday,NA,Thursday,NA,NA,NA,2-4 hours,2,Yes,Yes,I found parking quickly near my destination.,6,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,I will only drive to Waterfront,NA,NA,50-59,American Indian and Alaska Native alone,NA,No,"$75,000-$99,999","$75,000-$99,999",0,>=$75k,2024-08-22T11:48:00Z,2024-08-22,04:48 AM,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,south,O Lot
114671897553,432142817,2024-08-22T15:52:32Z,2024-08-22T15:53:05Z,08/22/2024 03:50 PM,Spinnaker Way,NA,From Outside Berkeley (please specify the City/Town),Fairfield,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-08-22T10:50:00Z,2024-08-22,03:50 AM,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,0,0,1,north,Spinnaker Way
114657578491,432142817,2024-08-01T19:21:45Z,2024-08-01T19:24:09Z,08/01/2024 07:30 PM,Seawall Drive (Street),NA,West of San Pablo Avenue,NA,Seawall Drive,NA,NA,NA,NA,NA,NA,dog walking,NA,NA,NA,NA,NA,NA,NA,NA,NA,A few times a week,NA,NA,Tuesday,NA,Thursday,NA,NA,NA,1-2 hours,2,Yes,Yes,I found parking quickly near my destination.,4,No,NA,NA,NA,NA,Real-time parking information and wayfinding,NA,NA,NA,NA,NA,NA,NA,60-69,White alone,NA,No,"$75,000-$99,999","$75,000-$99,999",0,>=$75k,2024-08-01T14:30:00Z,2024-08-01,07:30 AM,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,1,0,south,Seawall Drive (Street)
